price_in_rp,bedrooms,bathrooms,land_size_m2,building_size_m2,carports,electricity,floors,year_built,garages, Bekasi, Bogor, Depok, Jakarta Barat, Jakarta Pusat, Jakarta Selatan, Jakarta Timur, Jakarta Utara, Tangerang
1200000000,2,3,98,78,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
795000000,3,2,60,77,0,2200,2,2021,1,0,0,1,0,0,0,0,0,0
660000000,2,1,80,45,0,2200,1,2018,1,0,0,1,0,0,0,0,0,0
2500000000,2,1,218,45,4,2200,1,2018,0,0,0,1,0,0,0,0,0,0
1110000000,4,3,91,101,2,3500,2,2022,2,0,0,1,0,0,0,0,0,0
980000000,3,2,80,70,1,2200,2,2022,0,0,0,1,0,0,0,0,0,0
900000000,2,2,90,45,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
995000000,3,2,72,70,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
2990000000,4,4,232,150,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
2300000000,4,3,127,170,0,3160,2,2022,2,0,0,1,0,0,0,0,0,0
4200000000,3,4,194,120,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
1020000000,3,2,67,70,0,2200,2,2021,0,0,0,1,0,0,0,0,0,0
785000000,3,2,84,70,1,2200,2,2021,0,0,0,1,0,0,0,0,0,0
895000000,3,2,89,75,1,2200,1,2022,1,0,0,1,0,0,0,0,0,0
800000000,3,2,68,56,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
710000000,3,2,62,70,1,2200,2,2022,0,0,0,1,0,0,0,0,0,0
799000000,3,2,74,70,1,2200,2,2022,0,0,0,1,0,0,0,0,0,0
660000000,2,1,80,45,1,2200,1,2018,1,0,0,1,0,0,0,0,0,0
1950000000,4,2,120,180,1,3500,2,2012,0,0,0,1,0,0,0,0,0,0
800000000,3,2,70,72,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
1700000000,3,3,100,120,0,3160,2,2022,1,0,0,1,0,0,0,0,0,0
1050000000,5,2,83,154,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
473000000,2,1,72,36,1,1300,1,2022,0,0,0,1,0,0,0,0,0,0
839000000,3,2,70,69,0,2200,2,2020,2,0,0,1,0,0,0,0,0,0
660000000,2,1,72,72,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
484000000,2,1,72,45,0,1300,1,2022,0,0,0,1,0,0,0,0,0,0
930000000,3,2,72,80,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
1650000000,3,3,78,110,0,3500,2,2018,0,0,0,1,0,0,0,0,0,0
799000000,3,2,70,60,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
680000000,2,2,64,60,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
85000000,2,1,60,30,0,900,1,2020,0,0,0,1,0,0,0,0,0,0
1000000000,3,2,100,84,0,3160,2,2022,2,0,0,1,0,0,0,0,0,0
1440000000,3,3,97,130,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
1580000000,3,3,84,85,2,3500,2,2022,0,0,0,1,0,0,0,0,0,0
2520000000,4,3,150,200,0,2200,2,2018,1,0,0,1,0,0,0,0,0,0
500000000,2,1,50,30,1,1300,1,2021,1,0,0,1,0,0,0,0,0,0
1480000000,3,2,62,73,0,3160,2,2022,1,0,0,1,0,0,0,0,0,0
1140000000,3,2,84,76,0,1300,2,2018,1,0,0,1,0,0,0,0,0,0
900000000,2,2,90,45,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
4200000000,3,3,234,400,1,3300,2,2018,1,0,0,1,0,0,0,0,0,0
774000000,3,2,68,56,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
1940000000,2,2,106,75,1,5500,2,2021,0,0,0,1,0,0,0,0,0,0
660000000,2,1,80,45,1,2200,1,2018,1,0,0,1,0,0,0,0,0,0
1050000000,3,2,67,70,0,4400,1,2021,0,0,0,1,0,0,0,0,0,0
2280000000,2,2,120,83,0,2200,2,2018,1,0,0,1,0,0,0,0,0,0
445000000,4,2,60,80,1,2200,1,2021,1,0,0,1,0,0,0,0,0,0
5700000000,4,4,246,320,2,5500,2,2017,1,0,0,1,0,0,0,0,0,0
2040000000,2,2,113,150,0,1300,2,2018,1,0,0,1,0,0,0,0,0,0
2790000000,4,4,129,120,2,5500,2,2021,0,0,0,1,0,0,0,0,0,0
508000000,2,1,72,45,1,2200,1,2018,1,0,0,1,0,0,0,0,0,0
699000000,3,2,66,56,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
2550000000,3,3,120,158,1,4400,2,2017,0,0,0,1,0,0,0,0,0,0
1560000000,3,3,72,140,1,3500,2,2018,0,0,0,1,0,0,0,0,0,0
1170000000,3,2,93,88,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
2040000000,2,2,113,150,1,1300,2,2018,1,0,0,1,0,0,0,0,0,0
660000000,2,1,72,72,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
660000000,2,1,72,72,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
2750000000,3,3,187,200,2,3160,1,2018,0,0,0,1,0,0,0,0,0,0
2520000000,4,3,150,200,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
800000000,2,1,96,71,1,2200,1,2018,0,0,0,1,0,0,0,0,0,0
3500000000,4,4,200,365,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
1730000000,3,3,80,100,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
1800000000,3,3,120,158,1,3160,2,2018,0,0,0,1,0,0,0,0,0,0
1300000000,3,3,98,130,2,2200,2,2021,0,0,0,1,0,0,0,0,0,0
1510000000,3,2,74,88,0,3160,2,2022,2,0,0,1,0,0,0,0,0,0
1410000000,3,2,84,85,2,2200,2,2021,0,0,0,1,0,0,0,0,0,0
607000000,2,2,60,46,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
690000000,2,1,87,45,1,1300,1,2018,1,0,0,1,0,0,0,0,0,0
900000000,2,1,60,72,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
525000000,2,1,73,45,1,2200,1,2018,0,0,0,1,0,0,0,0,0,0
1560000000,3,2,72,90,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
950000000,3,2,57,72,1,1300,2,2022,0,0,0,1,0,0,0,0,0,0
895000000,3,3,68,90,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
1560000000,3,2,109,90,2,2200,2,2018,2,0,0,1,0,0,0,0,0,0
2990000000,4,4,232,150,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
890000000,3,3,68,90,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
800000000,3,3,65,78,1,3500,2,2022,0,0,0,1,0,0,0,0,0,0
1600000000,3,3,230,150,2,2200,2,2018,0,0,0,1,0,0,0,0,0,0
800000000,3,2,68,56,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
940000000,3,3,88,100,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
1020000000,3,2,120,140,1,1300,1,2018,1,0,0,1,0,0,0,0,0,0
1580000000,3,3,84,90,1,3500,2,2022,0,0,0,1,0,0,0,0,0,0
1430000000,4,2,100,90,1,2200,2,2007,0,0,0,1,0,0,0,0,0,0
1080000000,2,1,90,70,1,1300,2,2018,1,0,0,1,0,0,0,0,0,0
1350000000,4,3,120,150,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
1560000000,3,3,115,145,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
600000000,2,1,85,50,1,2200,1,2022,1,0,0,1,0,0,0,0,0,0
2490000000,4,4,158,133,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
675000000,2,1,70,50,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
325000000,2,1,60,40,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
1200000000,2,2,132,90,1,2200,1,2005,1,0,0,1,0,0,0,0,0,0
900000000,2,2,90,45,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
1020000000,2,2,84,40,1,2200,1,2018,1,0,0,1,0,0,0,0,0,0
595000000,2,1,88,40,2,1300,1,2022,0,0,0,1,0,0,0,0,0,0
220000000,2,1,60,36,1,1300,1,2022,0,0,0,1,0,0,0,0,0,0
494000000,2,1,66,40,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
799000000,3,2,70,74,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
1020000000,2,1,86,50,0,1300,1,2018,1,0,0,1,0,0,0,0,0,0
945000000,2,1,105,60,1,2200,1,2018,1,0,0,1,0,0,0,0,0,0
1500000000,4,3,151,150,2,7700,2,2018,0,0,0,1,0,0,0,0,0,0
1100000000,3,3,96,75,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
670000000,2,1,92,45,2,3160,1,2018,0,0,0,1,0,0,0,0,0,0
950000000,2,1,120,57,1,2200,1,2013,0,0,0,1,0,0,0,0,0,0
780000000,3,1,98,68,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
1150000000,3,3,70,110,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
1500000000,3,3,164,104,0,1300,2,2018,1,0,0,1,0,0,0,0,0,0
1600000000,3,2,120,79,2,4400,2,2022,3,0,0,1,0,0,0,0,0,0
960000000,2,1,108,90,1,1300,1,2018,1,0,0,1,0,0,0,0,0,0
1200000000,3,3,120,100,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
150000000,2,1,55,36,0,1300,1,2022,1,0,0,1,0,0,0,0,0,0
1200000000,4,3,117,165,1,2200,2,2021,0,0,0,1,0,0,0,0,0,0
650000000,3,1,72,52,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
650000000,2,1,75,45,1,1300,1,2021,0,0,0,1,0,0,0,0,0,0
1950000000,3,3,125,136,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
1170000000,3,2,93,88,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
1200000000,3,3,120,100,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
1560000000,3,3,115,145,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
1800000000,5,4,112,120,0,2200,2,2021,4,0,0,1,0,0,0,0,0,0
897000000,3,2,90,70,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
372000000,2,1,75,27,1,1300,1,2019,0,0,0,1,0,0,0,0,0,0
1900000000,3,3,120,180,1,4400,2,2016,0,0,0,1,0,0,0,0,0,0
1080000000,2,1,90,70,1,1300,2,2018,1,0,0,1,0,0,0,0,0,0
625000000,2,1,75,55,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
2040000000,3,3,150,115,1,2200,1,2018,0,0,0,1,0,0,0,0,0,0
1870000000,4,4,124,135,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
1200000000,4,3,180,356,2,2200,2,2018,0,0,0,1,0,0,0,0,0,0
2280000000,3,4,180,200,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
750000000,3,2,60,60,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
1350000000,3,3,102,120,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
559000000,2,1,74,36,0,1300,1,2022,0,0,0,1,0,0,0,0,0,0
1150000000,3,2,70,100,0,3160,2,2022,1,0,0,1,0,0,0,0,0,0
780000000,2,1,72,42,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
4200000000,3,4,194,120,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
849000000,3,3,50,85,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
325000000,2,1,60,40,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
200000000,2,1,50,36,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
3500000000,3,3,234,150,2,3500,1,2018,2,0,0,1,0,0,0,0,0,0
725000000,3,2,66,56,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
4300000000,4,4,390,300,2,3160,2,2018,2,0,0,1,0,0,0,0,0,0
595000000,2,1,72,48,1,1300,1,2022,0,0,0,1,0,0,0,0,0,0
780000000,3,1,98,68,1,1300,1,2018,1,0,0,1,0,0,0,0,0,0
750000000,1,1,72,43,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
1200000000,3,3,120,100,1,3300,2,2018,1,0,0,1,0,0,0,0,0,0
660000000,2,1,82,50,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
1350000000,4,4,300,317,2,2200,2,2018,0,0,0,1,0,0,0,0,0,0
1920000000,2,3,167,160,1,4400,1,2018,0,0,0,1,0,0,0,0,0,0
2520000000,4,3,150,200,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
1550000000,3,3,84,104,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
600000000,2,1,68,38,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
1050000000,3,2,83,154,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
1650000000,3,3,78,110,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
960000000,2,1,108,90,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
1560000000,3,2,72,90,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
1410000000,3,3,112,180,0,2200,2,2018,1,0,0,1,0,0,0,0,0,0
750000000,1,1,72,43,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
960000000,2,1,90,60,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
1560000000,3,2,72,90,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
900000000,4,2,178,135,1,2200,2,2018,0,0,0,1,0,0,0,0,0,0
410000000,2,1,65,36,1,1300,1,2022,0,0,0,1,0,0,0,0,0,0
1500000000,3,3,164,104,1,1300,2,2018,1,0,0,1,0,0,0,0,0,0
592000000,2,1,70,48,1,1300,1,2022,0,0,0,1,0,0,0,0,0,0
563000000,2,1,61,37,0,1300,1,2022,0,0,0,1,0,0,0,0,0,0
900000000,3,1,81,81,0,1300,1,2018,1,0,0,1,0,0,0,0,0,0
4500000000,4,3,387,175,0,3500,1,2018,2,0,0,1,0,0,0,0,0,0
955000000,3,2,70,115,1,2200,2,2022,0,0,0,1,0,0,0,0,0,0
1800000000,3,3,106,150,0,3300,2,2018,1,0,0,1,0,0,0,0,0,0
662000000,2,2,40,52,1,2200,2,2022,1,0,0,1,0,0,0,0,0,0
410000000,2,1,74,36,0,1300,1,2022,0,0,0,1,0,0,0,0,0,0
870000000,3,1,131,140,1,1300,1,2018,1,0,0,1,0,0,0,0,0,0
870000000,3,1,131,140,0,1300,1,2018,1,0,0,1,0,0,0,0,0,0
970000000,3,2,81,70,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
800000000,2,1,96,71,1,2200,1,2018,0,0,0,1,0,0,0,0,0,0
897000000,3,2,70,70,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
995000000,3,2,72,75,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
1500000000,4,3,151,150,2,7700,2,2018,0,0,0,1,0,0,0,0,0,0
1300000000,3,3,98,100,0,3300,1,2018,1,0,0,1,0,0,0,0,0,0
960000000,3,2,70,115,1,2200,2,2022,0,0,0,1,0,0,0,0,0,0
2280000000,3,4,180,200,1,2200,2,2018,1,0,0,1,0,0,0,0,0,0
1330000000,2,2,84,75,2,2200,2,2021,0,0,0,1,0,0,0,0,0,0
660000000,2,1,80,45,0,2200,1,2018,1,0,0,1,0,0,0,0,0,0
1170000000,3,2,93,88,2,2200,2,2022,0,0,0,1,0,0,0,0,0,0
230000000,2,1,50,36,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
900000000,3,2,119,90,0,2200,1,2018,1,0,0,1,0,0,0,0,0,0
1850000000,4,3,160,230,1,3500,2,2018,1,0,0,1,0,0,0,0,0,0
900000000,3,2,119,90,0,2200,1,2018,1,0,0,1,0,0,0,0,0,0
1400000000,3,2,78,120,0,2200,2,2018,1,0,0,1,0,0,0,0,0,0
901000000,3,3,101,78,1,3500,2,2022,1,0,0,1,0,0,0,0,0,0
575000000,2,1,46,36,1,1300,1,2018,0,0,0,1,0,0,0,0,0,0
1120000000,3,3,72,100,1,2200,2,2022,2,0,0,1,0,0,0,0,0,0
464000000,2,1,60,38,1,1300,1,2022,1,0,0,1,0,0,0,0,0,0
1490000000,3,3,95,130,2,2200,2,2022,2,0,0,1,0,0,0,0,0,0
1260000000,3,2,164,95,1,2200,1,2018,1,0,0,1,0,0,0,0,0,0
583000000,2,1,70,34,1,3160,1,2018,1,0,0,1,0,0,0,0,0,0
485000000,2,1,84,55,1,1300,1,2022,0,0,0,1,0,0,0,0,0,0
2050000000,3,2,90,100,0,3160,2,2018,0,0,0,0,1,0,0,0,0,0
885000000,4,1,48,96,0,2200,2,2018,0,0,0,0,1,0,0,0,0,0
1500000000,3,2,72,100,1,2200,2,2015,0,0,0,0,1,0,0,0,0,0
3600000000,3,3,120,150,1,3160,2,2018,1,0,0,0,1,0,0,0,0,0
2500000000,3,2,150,146,1,4400,2,2016,1,0,0,0,1,0,0,0,0,0
869000000,2,2,32,62,0,2200,2,2018,0,0,0,0,1,0,0,0,0,0
1900000000,3,3,65,135,2,2200,3,2022,0,0,0,0,1,0,0,0,0,0
2050000000,3,2,90,100,0,3160,2,2018,0,0,0,0,1,0,0,0,0,0
3800000000,4,3,220,250,1,2200,2,2002,1,0,0,0,1,0,0,0,0,0
2340000000,3,2,97,120,0,2200,2,2018,1,0,0,0,1,0,0,0,0,0
1100000000,3,1,68,50,1,1300,1,2012,0,0,0,0,1,0,0,0,0,0
2340000000,3,2,97,120,1,2200,2,2018,1,0,0,0,1,0,0,0,0,0
2340000000,3,2,97,120,1,2200,2,2018,1,0,0,0,1,0,0,0,0,0
1500000000,4,3,42,120,1,5500,3,2019,0,0,0,0,1,0,0,0,0,0
3800000000,13,15,119,170,2,5500,2,1901,0,0,0,0,1,0,0,0,0,0
2750000000,5,3,144,220,0,3160,2,2018,0,0,0,0,1,0,0,0,0,0
1500000000,2,3,45,90,0,2200,3,2022,0,0,0,0,1,0,0,0,0,0
1500000000,4,3,42,120,1,5500,3,2019,0,0,0,0,1,0,0,0,0,0
528000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
8800000000,6,8,212,450,2,8000,4,2019,2,0,0,0,1,0,0,0,0,0
3800000000,13,15,119,170,2,5500,2,1901,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
1500000000,4,3,42,120,1,5500,3,2019,0,0,0,0,1,0,0,0,0,0
3800000000,3,2,196,156,4,2200,1,2018,0,0,0,0,1,0,0,0,0,0
5700000000,4,3,255,270,1,4400,3,2018,1,0,0,0,1,0,0,0,0,0
1100000000,2,2,55,65,1,3160,2,2018,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
1900000000,3,3,65,135,2,2200,3,2022,0,0,0,0,1,0,0,0,0,0
4200000000,2,3,160,240,2,3500,2,2018,0,0,0,0,1,0,0,0,0,0
895000000,2,2,34,66,1,2200,2,2022,1,0,0,0,1,0,0,0,0,0
3800000000,4,3,220,250,1,2200,2,2002,1,0,0,0,1,0,0,0,0,0
8800000000,6,8,212,450,2,8000,4,2019,2,0,0,0,1,0,0,0,0,0
3800000000,3,2,196,156,4,2200,1,2018,0,0,0,0,1,0,0,0,0,0
1450000000,3,2,90,120,1,2200,2,2000,0,0,0,0,1,0,0,0,0,0
11000000000,6,6,255,585,1,11000,3,2018,0,0,0,0,1,0,0,0,0,0
4600000000,3,3,150,200,0,4400,2,2017,2,0,0,0,1,0,0,0,0,0
3200000000,6,4,150,200,3,2200,2,2018,0,0,0,0,1,0,0,0,0,0
3200000000,5,4,96,215,3,2200,3,2022,0,0,0,0,1,0,0,0,0,0
5000000000,4,3,240,250,1,3160,2,2018,0,0,0,0,1,0,0,0,0,0
4500000000,3,3,200,450,2,2200,3,2022,2,0,0,0,1,0,0,0,0,0
3600000000,3,3,120,150,1,3160,2,2018,1,0,0,0,1,0,0,0,0,0
3480000000,4,3,144,200,1,3500,2,2019,1,0,0,0,1,0,0,0,0,0
2500000000,3,3,105,150,1,2200,2,2022,2,0,0,0,1,0,0,0,0,0
3800000000,3,2,196,156,4,2200,1,2018,0,0,0,0,1,0,0,0,0,0
4500000000,4,4,270,500,2,3300,2,2018,2,0,0,0,1,0,0,0,0,0
885000000,4,1,48,96,0,2200,2,2018,0,0,0,0,1,0,0,0,0,0
1370000000,4,2,120,160,2,2200,2,2022,0,0,0,0,1,0,0,0,0,0
528000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
2750000000,5,3,144,220,0,3160,2,2018,0,0,0,0,1,0,0,0,0,0
2500000000,3,3,105,150,1,2200,2,2022,2,0,0,0,1,0,0,0,0,0
921000000,3,3,34,67,1,2200,2,2022,1,0,0,0,1,0,0,0,0,0
1900000000,3,3,65,135,2,2200,3,2022,0,0,0,0,1,0,0,0,0,0
998000000,3,2,34,67,1,2200,2,2022,0,0,0,0,1,0,0,0,0,0
2050000000,3,2,90,100,0,3160,2,2018,0,0,0,0,1,0,0,0,0,0
3700000000,3,3,120,131,2,4400,2,2019,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
1450000000,3,2,90,120,1,2200,2,2000,0,0,0,0,1,0,0,0,0,0
8500000000,4,4,346,300,1,4400,2,2016,0,0,0,0,1,0,0,0,0,0
3800000000,3,3,248,188,1,3500,1,2018,1,0,0,0,1,0,0,0,0,0
3800000000,4,3,220,250,1,2200,2,2002,1,0,0,0,1,0,0,0,0,0
998000000,3,2,34,67,1,2200,2,2022,0,0,0,0,1,0,0,0,0,0
4500000000,4,3,128,275,0,5500,3,2018,0,0,0,0,1,0,0,0,0,0
3800000000,13,15,119,170,2,5500,2,1901,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
1100000000,2,1,78,100,2,2200,1,2018,0,0,0,0,1,0,0,0,0,0
5000000000,4,3,240,250,1,3160,2,2018,0,0,0,0,1,0,0,0,0,0
3480000000,4,3,144,200,1,3500,2,2019,1,0,0,0,1,0,0,0,0,0
921000000,3,3,34,67,1,2200,2,2022,1,0,0,0,1,0,0,0,0,0
3800000000,3,2,196,156,4,2200,1,2018,0,0,0,0,1,0,0,0,0,0
869000000,2,2,32,62,0,2200,2,2018,0,0,0,0,1,0,0,0,0,0
3480000000,4,3,144,200,1,3500,2,2019,1,0,0,0,1,0,0,0,0,0
82800000000,5,3,1076,120,0,3160,1,2018,0,0,0,0,1,0,0,0,0,0
8500000000,4,4,346,300,1,4400,2,2016,0,0,0,0,1,0,0,0,0,0
3750000000,4,4,220,270,4,3300,2,2018,0,0,0,0,1,0,0,0,0,0
2750000000,5,3,144,220,0,3160,2,2018,0,0,0,0,1,0,0,0,0,0
3800000000,3,3,248,188,1,3500,1,2018,1,0,0,0,1,0,0,0,0,0
1500000000,2,3,45,90,0,2200,3,2022,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
3300000000,3,2,90,150,1,4400,2,2018,0,0,0,0,1,0,0,0,0,0
3200000000,5,4,96,215,3,2200,3,2022,0,0,0,0,1,0,0,0,0,0
562000000,2,2,22,42,0,2200,2,2022,0,0,0,0,1,0,0,0,0,0
3300000000,3,2,90,150,1,4400,2,2018,0,0,0,0,1,0,0,0,0,0
1500000000,3,2,72,100,1,2200,2,2015,0,0,0,0,1,0,0,0,0,0
3700000000,3,3,120,131,2,4400,2,2019,0,0,0,0,1,0,0,0,0,0
4500000000,4,3,128,275,0,5500,3,2018,0,0,0,0,1,0,0,0,0,0
3800000000,3,2,196,156,4,2200,1,2018,0,0,0,0,1,0,0,0,0,0
1600000000,3,2,90,70,0,2200,1,2018,0,0,0,0,1,0,0,0,0,0
920000000,2,2,34,67,1,2200,2,2022,0,0,0,0,1,0,0,0,0,0
2750000000,5,3,144,220,0,3160,2,2018,0,0,0,0,1,0,0,0,0,0
8500000000,4,4,346,300,1,4400,2,2016,0,0,0,0,1,0,0,0,0,0
5500000000,3,3,264,359,0,5500,3,2018,0,0,0,0,1,0,0,0,0,0
4500000000,4,3,162,200,1,4400,2,2010,1,0,0,0,1,0,0,0,0,0
3600000000,3,3,120,150,1,3160,2,2018,1,0,0,0,1,0,0,0,0,0
869000000,2,2,32,62,0,2200,2,2018,0,0,0,0,1,0,0,0,0,0
8500000000,4,4,346,300,1,4400,2,2016,0,0,0,0,1,0,0,0,0,0
1100000000,3,1,68,50,1,1300,1,2012,0,0,0,0,1,0,0,0,0,0
1370000000,4,2,120,160,2,2200,2,2022,0,0,0,0,1,0,0,0,0,0
1500000000,2,3,45,90,0,2200,3,2022,0,0,0,0,1,0,0,0,0,0
1900000000,3,3,65,135,2,2200,3,2022,0,0,0,0,1,0,0,0,0,0
4500000000,3,3,200,450,2,2200,3,2022,2,0,0,0,1,0,0,0,0,0
15000000000,5,5,600,600,0,3300,2,2018,0,0,0,0,1,0,0,0,0,0
3700000000,3,3,120,131,2,4400,2,2019,0,0,0,0,1,0,0,0,0,0
3480000000,4,3,144,200,1,3500,2,2019,1,0,0,0,1,0,0,0,0,0
3800000000,13,15,119,170,2,5500,2,1901,0,0,0,0,1,0,0,0,0,0
1500000000,4,3,42,120,1,5500,3,2019,0,0,0,0,1,0,0,0,0,0
4500000000,4,3,128,275,0,5500,3,2018,0,0,0,0,1,0,0,0,0,0
1450000000,3,2,90,120,1,2200,2,2000,0,0,0,0,1,0,0,0,0,0
15000000000,5,5,600,600,0,3300,2,2018,0,0,0,0,1,0,0,0,0,0
2300000000,2,3,110,220,3,2200,3,2018,0,0,0,0,1,0,0,0,0,0
1500000000,3,2,72,100,1,2200,2,2015,0,0,0,0,1,0,0,0,0,0
3600000000,3,3,120,150,1,3160,2,2018,1,0,0,0,1,0,0,0,0,0
15000000000,5,5,600,600,0,3300,2,2018,0,0,0,0,1,0,0,0,0,0
1880000000,5,3,160,300,1,6600,2,1976,1,0,0,0,1,0,0,0,0,0
1450000000,3,2,90,120,1,2200,2,2000,0,0,0,0,1,0,0,0,0,0
921000000,3,3,34,67,1,2200,2,2022,1,0,0,0,1,0,0,0,0,0
998000000,3,2,34,67,1,2200,2,2022,0,0,0,0,1,0,0,0,0,0
1500000000,4,3,42,120,1,5500,3,2019,0,0,0,0,1,0,0,0,0,0
1880000000,5,3,160,300,1,6600,2,1976,1,0,0,0,1,0,0,0,0,0
3800000000,3,2,196,156,4,2200,1,2018,0,0,0,0,1,0,0,0,0,0
869000000,2,2,32,62,0,2200,2,2018,0,0,0,0,1,0,0,0,0,0
1500000000,4,3,42,120,1,5500,3,2019,0,0,0,0,1,0,0,0,0,0
2340000000,3,2,97,120,1,2200,2,2018,1,0,0,0,1,0,0,0,0,0
2500000000,3,3,105,150,1,2200,2,2022,2,0,0,0,1,0,0,0,0,0
3750000000,4,4,220,270,4,3300,2,2018,0,0,0,0,1,0,0,0,0,0
869000000,2,2,32,62,0,2200,2,2018,0,0,0,0,1,0,0,0,0,0
82800000000,5,3,1076,120,0,3160,1,2018,0,0,0,0,1,0,0,0,0,0
82800000000,5,3,1076,120,0,3160,1,2018,0,0,0,0,1,0,0,0,0,0
4200000000,2,3,160,240,2,3500,2,2018,0,0,0,0,1,0,0,0,0,0
3200000000,6,4,150,200,3,2200,2,2018,0,0,0,0,1,0,0,0,0,0
